@rdf:about,dcat:accessURL:@rdf:resource,dct:title,dct:license:@rdf:resource,dct:format:@rdf:resource,dct:description,id
http://dati.comune.matera.it/dataset/6c8c643e-a9bf-46b8-9785-54f44141fbf8/resource/5928de95-e326-439c-a703-8a63849186b4,https://docs.google.com/spreadsheets/d/e/2PACX-1vTj3s9jj7shHskVEx4uox9IDn0TQomgYiZ8whfZbvOpvLqWkxrxVV17OCsoJrqmvfWSrG1n5GCZT1Qn/pub?gid=0&single=true&output=csv,Alberghi_Motel,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,
http://dati.comune.matera.it/dataset/8d90f5d5-f763-4600-b0a7-1c8b64ac13a1/resource/aaf9d6d5-d401-4205-8c26-fe1a61fe0e8c,https://goo.gl/dvVxYg,edicole csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato csv,
http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/036f5eb0-e935-4f5a-a02e-84f3ddf37fe8,https://goo.gl/YXTjpn,DatiDefinitiviCens2011AreeSubComunali.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Dati definitivi del Censimento Generale anno 2011 della città di Matera in csv,
http://dati.comune.matera.it/dataset/14590314-ad58-488f-98a3-9c289c3325ea/resource/0f29a654-ce39-49f2-a389-e30cf0b09cf0,https://docs.google.com/spreadsheets/d/e/2PACX-1vSmgaHVVzjj2DanEYK8um9V-WiNyDMD5HF9_IUSQW7WN0-efKWLdtXmUaKATp09gzkN6ZPZPBbdmMq3/pub?gid=1507319699&single=true&output=csv,riepilogo-incidenti-stradali-anno-2017-avvenuti-nel-comune-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Numerosità feriti per sinistro in csv,
http://dati.comune.matera.it/dataset/5109412a-a702-4e55-b401-3417910ead16/resource/99e648bc-b4b1-43c8-a7c0-8264d3655a80,https://goo.gl/8Dfq1D,Bilancio Demografico anno 2017 della città di Matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Il dataset riassume i dati registrati nel movimento e calcolo mensile dei vari mesi dell'anno 2017 della popolazione residente ivi compresi i dati sui cittadini stranieri residenti nel nostro Comune. Il dataset é la fotografia della situazione calcolata al 31 Dicembre 2017. I dati sono ancora provvisori in quanto non convalidati dall'ISTAT.,
http://dati.comune.matera.it/dataset/aaa99898-8727-4595-8584-cc5881e4309a/resource/201eaa20-1a64-4154-8564-847eff967f11,http://dati.comune.matera.it/dataset/aaa99898-8727-4595-8584-cc5881e4309a/resource/201eaa20-1a64-4154-8564-847eff967f11/download/progetto_matera_cardiosicura-foglio1.csv,Postazioni_Defibrillatori,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,"Il dataset contiene la descrizione, l'ubicazione e la geo localizzazione dei luoghi nei quali sono stati installati i dieci defibrillatori del progetto ""Matera Cardiosicura"", promosso dell'Associazione Materana ""Amici del Cuore Onlus"" in collaborazione con il comune di Matera, le aziende Domar e Sapa e l'APT. Formato XLSX",
http://dati.comune.matera.it/dataset/f0b12c94-2afa-4f9e-a4b8-6ba1a6e2e40c/resource/137a124c-a5da-426f-a45a-bca12635b7bb,https://docs.google.com/spreadsheets/d/e/2PACX-1vRjgXM-jhFCj9FSoC3BWd7EYtOrwxU2HH1xDviGAz_r5sqaglQf6clOhqcMSj8YAbiZQSgffb4CfPvK/pub?gid=763661727&single=true&output=csv,zona-franca-urbana-del-comune-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Stradario della Zona Franca Urbana del comune di Matera su base Censimento Generale 2001 in csv,
http://dati.comune.matera.it/dataset/d8c6ae47-c7ff-4f3e-91b1-834331ad4c89/resource/c73d8c8c-e165-47ea-a9a9-50bd85749f33,https://docs.google.com/spreadsheets/d/e/2PACX-1vT7yW3Xg0wqTGXPf3pD2eRmgcCcl6ZGGR0Wq6bMCynRyoCExiHDdfoXpCTygsuervwqhD_28xsEpcuk/pub?output=csv,popolazione-residente-per-aree-sub-comunali-quartieri-al-31-12-2017-della-citta-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,"Popolazione residente per fasce d'età, quartieri ed indici vari al 31.12.2017 in csv",
http://dati.comune.matera.it/dataset/44beed86-8a16-4fce-9123-058aa4e4dbcf/resource/f834f386-3bc5-46a9-b25a-bb654f32bb3e,http://dati.comune.matera.it/dataset/44beed86-8a16-4fce-9123-058aa4e4dbcf/resource/f834f386-3bc5-46a9-b25a-bb654f32bb3e/download/electricity.csv,electricity.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,file in formato csv,
http://dati.comune.matera.it/dataset/20b2b560-8082-4e36-9e01-f37c2a4d58c2/resource/e4df634d-9217-43d4-b6fb-74c0480a8ae2,https://docs.google.com/spreadsheets/d/e/2PACX-1vRyng3n9BZbqiusYv2xRN2pMDeWPaaGA5chglTWA3xdEF9wGOscdIj3z-ujTTJzF2lLqIe8duFWsPHB/pub?output=csv,info-point-della-citta-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco completo degli info point in csv,
http://dati.comune.matera.it/dataset/8026883e-b651-4ea9-a3fe-2c1b36918c97/resource/2f288d12-b63d-45f5-ad69-cc81fcc41093,https://docs.google.com/spreadsheets/d/e/2PACX-1vSnUOCcjZ6ThHSydHM53wXMiioLCBcwjLCj-c1bvMHY7xkf2siZt-HDv5nUCZA1qNC4wZiF16X1gCqS/pub?output=csv,elenco-pmi-e-professionisti-ammessi-alla-zfu-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco PMI e liberi professionisti ammessi ai benefici previsti dalla Zona Franca Urbana del comune di Matera istituita ai sensi della Delibera CIPE N°14 dell’8 Maggio 2009 in csv.,
http://dati.comune.matera.it/dataset/086ff7dd-b21b-4832-86ee-dcda4e934096/resource/5d6403b4-1069-4c34-9bb4-ab7a0e94cfed,https://docs.google.com/spreadsheets/d/e/2PACX-1vSkUmYOzXD-xkMIstgmPzZF1MTgmHMku6BZxjR6iKL2mX7s6k0UfayfUHpKkQbH_teCzW1cClGEf1iD/pub?output=csv,aree-camper-aggiornate-al-2018-della-citta-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco delle aree camper in csv,
http://dati.comune.matera.it/dataset/e4d149db-f003-4fde-a721-84bfcdd8cf81/resource/80b758d5-6088-4022-85d4-c915be05a5c8,https://goo.gl/kX8EDs,Numerosità dei feriti per sinistro,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,E' la sintesi del numero di feriti per sinistro ed anno in csv,
http://dati.comune.matera.it/dataset/e4d149db-f003-4fde-a721-84bfcdd8cf81/resource/6ba1be45-9863-4fb0-8940-824edef3b052,https://goo.gl/s4SNTe,RiepIncidentiStradTipologiaSinistri.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Riepilogo deglincidenti stradali per tipologia da Marzo 2007 in csv,
http://dati.comune.matera.it/dataset/79f95504-6fd6-468a-a864-7eedc55753b7/resource/a450e065-f065-482f-ae1e-e5250970ad75,http://goo.gl/dtTXsQ,residenti-per-quartiere-ed-area-geografica-di-appartenenza-provenienza,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Residenti per Area Geografica di appartenenza e/o provenienza suddivisa per quartieri al 31.12.2016 in csv,
http://dati.comune.matera.it/dataset/57452a1a-de09-450c-8035-189b7a1a6f30/resource/f250cd1e-ae80-468e-aeca-88eca3ee9aea,https://docs.google.com/spreadsheets/d/e/2PACX-1vTV5FG7vfdAGYp-KfPNTZr3BGYl-GiicpApU43HQcUZWv0vusV0NKhSuSSJogLo2LUkfz1Afr4815nN/pub?gid=0&single=true&output=csv,DecessiCSV,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,
http://dati.comune.matera.it/dataset/e4d149db-f003-4fde-a721-84bfcdd8cf81/resource/800e8673-50dd-40f9-9f17-e5c53306861f,https://goo.gl/FWKCPh,RiepIncidentiStradTipoStradaAnno.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Riepilogo degli incidenti stradali per tipo strada ed anno in csv,
http://dati.comune.matera.it/dataset/43067fc7-2316-4787-925a-98f4ce6f3b78/resource/215cb552-a1b6-44ff-ac5c-5243035fceda,https://docs.google.com/spreadsheets/d/e/2PACX-1vR0G0UoZ-XHjM0RperhCzCdXG198xkmdvkogcY0X5evvLgMJGyCVDttg4J9f7a8qfG8uYtGtjsX5Bw9/pub?output=csv,casini-del-territorio-comunale-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Casini del territorio comunale di Matera in csv,
http://dati.comune.matera.it/dataset/14590314-ad58-488f-98a3-9c289c3325ea/resource/5fb11454-948b-4f22-a883-dba01b119a36,https://docs.google.com/spreadsheets/d/e/2PACX-1vSmgaHVVzjj2DanEYK8um9V-WiNyDMD5HF9_IUSQW7WN0-efKWLdtXmUaKATp09gzkN6ZPZPBbdmMq3/pub?gid=549249815&single=true&output=csv,riepilogo-incidenti-stradali-anno-2017-avvenuti-nel-comune-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Cause sinistro in csv,
http://dati.comune.matera.it/dataset/b335eb4c-9c0e-42d5-b67c-feae928fda8d/resource/2ab89cc0-3890-46b8-b24d-3c51c595afba,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Aedifici_strategici&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=2519c9400c3f11e897f5a0d3c13eef1f,edifici_csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Edifici strategici in formato CSV,
http://dati.comune.matera.it/dataset/d4ae999a-5aa1-47ee-8218-55272cb6a049/resource/ebed3ff0-8155-4a8b-a407-25d61f3c7f15,http://dati.comune.matera.it/dataset/d4ae999a-5aa1-47ee-8218-55272cb6a049/resource/ebed3ff0-8155-4a8b-a407-25d61f3c7f15/download/suonodellaclava.csv,suonodellaclava.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Georeferenziazione in formato CSV dei QR-CODE installati in Via Casalnuovo con relativo link YouTube (c),
http://dati.comune.matera.it/dataset/c1b4e337-6a08-4af5-ae81-a035a96d2922/resource/690af564-532c-45d6-bb76-1f4537b9f66d,https://docs.google.com/spreadsheets/d/e/2PACX-1vStJioWrx3sM00lny5OAlziYWKyaR5hNlc7YtvTPxYstWJIRAlC4uadriB0x9BQ3vI5zigRDPIt86-g/pub?output=csv,"NCC,motocarrozzette e taxi della città di Matera anno 2018",https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,"Elenco degli NCC, Motocarrozzette e Taxi in csv",
http://dati.comune.matera.it/dataset/47fb065b-6bf5-4ba8-b2c2-c7b092cec357/resource/d204db9a-6a6a-48a5-bd0d-750b60dceb09,https://docs.google.com/spreadsheets/d/e/2PACX-1vRIDnMIpcz6rCBSNOnrIwNt_g4N-ndkvSWyEGcxCQkY3000ohE7fGdqdCTJt8ATiGcieIXGPLhqvKXo/pub?gid=0&single=true&output=csv,TerreniCSV,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,
http://dati.comune.matera.it/dataset/8afefc12-85e0-4e2f-8b11-733bb95b1bf7/resource/8b4bb4bf-2943-4b1c-b814-362d39fea85c,http://dati.comune.matera.it/dataset/8afefc12-85e0-4e2f-8b11-733bb95b1bf7/resource/8b4bb4bf-2943-4b1c-b814-362d39fea85c/download/stranieri2011.csv,Stranieriresidenti2011.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,file csv,
http://dati.comune.matera.it/dataset/2244b77d-dc94-4b76-8fb0-5b79c0511745/resource/15a28413-cc64-4ab5-be94-821ae1c7fcf1,https://docs.google.com/spreadsheets/d/e/2PACX-1vT_iZTfGtQpRA5gZNPnMerxaLy_1w8u80lSt3rYArenprOJYQExVN5sDDR9m0YeBNM-SswE13THFJCB/pub?output=csv,distributori-di-carburante-al-2018-della-citta-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco dei distributori di carburante in csv,
http://dati.comune.matera.it/dataset/c3b621c6-94d4-4ede-8ab3-f309a3d805f6/resource/2ea98968-4b86-410b-afd0-b9cb65d4cdfe,https://docs.google.com/spreadsheets/d/e/2PACX-1vSG1hBV-yOZwqdgd2YakRhmtu4nHIlTXNGAq9egIag47uzqIBX9DveNs3v_4sa8pEKtA2zGrA63ZVZ4/pub?gid=0&single=true&output=csv,IncarichiCSV,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,
http://dati.comune.matera.it/dataset/4757c9ae-5ebf-46cf-8bae-0901980db77e/resource/04cf8dd5-c9f2-46c0-bc8c-0d1d9bb250b2,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvWfG8BPxw2BlaGvyEjBrvO1jDkVkG0N4kBhtpPdIyy9dUwP28XWRXp1DVo5d_qnCYkYY0ShvO9eas/pub?gid=682141325&single=true&output=csv,bilancio-mensile-incidenti-stradali-anno-2018-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Riepilogo mensile incidenti stradali per tipologia di strada in csv,
http://dati.comune.matera.it/dataset/ccebf9ab-ebf5-47f3-ac96-b3106fcac34c/resource/a54eeb76-9571-4f71-b2bb-04ab241faa24,https://goo.gl/QUUDpx,NCC Turistico-Commerciali con motocarrozzetta,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco degli NCC Turistico-Commerciali con motocarrozzetta in csv,
http://dati.comune.matera.it/dataset/da6b1c36-30c6-4673-9476-743504ca275e/resource/0598a2c5-4248-4874-bcda-bb9501b867a0,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Aambiti_2&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=8d6401c04e2811e89733a0d3c13eef1f,csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,
http://dati.comune.matera.it/dataset/fd6122dd-587e-448b-8a79-6bff0bb90be6/resource/02962afa-59fd-486c-8aaf-2f6d88b65044,https://docs.google.com/spreadsheets/d/e/2PACX-1vT1COWSvCGK2uegZkURWuDr42ugkx4x9DfKhX-CUrsqpVwbb9VzLsgJsOSHSNAexsVVQiMb7qnnjWh1/pub?output=csv,incassi-mensili-ingiunzioni-polizia-locale,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Incassi mensili a seguito di ingiunzioni dei verbali della Polizia Locale di Matera per ogni mese dell'anno 2018 in csv.,
http://dati.comune.matera.it/dataset/f35843e5-1644-416c-81d4-b771ca265615/resource/d514c669-6df5-4aba-831a-dcb50999c9df,https://docs.google.com/spreadsheets/d/e/2PACX-1vQBio02FgN9L8gx-bjPsWlNb79KePNcSCPdGWyCVhNhKU2L6TaMA2JVz5Pfz7tnG7_6_FWgjhh58-7r/pub?output=csv,servizi-igienici-pubblici-2018-della-citta-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco geolocalizzato dei servizi igienici pubblici in csv.,
http://dati.comune.matera.it/dataset/47fb065b-6bf5-4ba8-b2c2-c7b092cec357/resource/b3e8f27e-facf-414a-8ccf-1c0b30fd4d29,https://docs.google.com/spreadsheets/d/e/2PACX-1vRIDnMIpcz6rCBSNOnrIwNt_g4N-ndkvSWyEGcxCQkY3000ohE7fGdqdCTJt8ATiGcieIXGPLhqvKXo/pub?gid=413610949&single=true&output=csv,FabbricatiCSV,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,
http://dati.comune.matera.it/dataset/b335eb4c-9c0e-42d5-b67c-feae928fda8d/resource/ab4c2fe4-a75e-4405-a833-b1d508e39642,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Aaree_di_accoglienza&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=2c49a60008bf11e8a069a0d3c13eef1f,accoglienza_csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File delle Aree di accoglienza in formato CSV,
http://dati.comune.matera.it/dataset/4757c9ae-5ebf-46cf-8bae-0901980db77e/resource/c62a7f60-8813-410c-8d4b-a40991f86d58,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvWfG8BPxw2BlaGvyEjBrvO1jDkVkG0N4kBhtpPdIyy9dUwP28XWRXp1DVo5d_qnCYkYY0ShvO9eas/pub?gid=1068628440&single=true&output=csv,bilancio-mensile-incidenti-stradali-anno-2018-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Riepilogo per tipologia di sinistro in csv,
http://dati.comune.matera.it/dataset/537c1138-4c5f-41bb-aec8-862954b67b28/resource/033c8bf3-e65c-4c71-aee0-c6547e1ed5f7,https://docs.google.com/spreadsheets/d/e/2PACX-1vT6GDZNWIJgVmd3GLlEL4dPA-B_VkatLA--B4EPWhvTYRs8u244QXeaE8Ij7ikJsuUj9oyBnvH6OAGL/pub?gid=67122230&single=true&output=csv,RegistroCSV,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Registro impianti in formato CSV,
http://dati.comune.matera.it/dataset/e4d149db-f003-4fde-a721-84bfcdd8cf81/resource/9813389c-fef9-40b3-88aa-45de9f3c787d,https://goo.gl/M1azG4,RiepMeseAnno.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Il dataset contiene i dati complessivi degli incidenti stradali per mese ed anno da Marzo 2007 in csv,
http://dati.comune.matera.it/dataset/b335eb4c-9c0e-42d5-b67c-feae928fda8d/resource/a3c84205-e675-4207-b6ec-35c31d9cd7f9,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Aviabilita_di_emergenza&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=23a419300c3f11e8b13fa0d3c13eef1f,viabilita_csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Viabilità di emergenza in formato CSV,
http://dati.comune.matera.it/dataset/09b27622-c313-4db7-b952-ba0f5aac69fb/resource/75a5ed9c-bbd1-4f9e-88b1-e708b7b1777b,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Acomponenti_sistemi&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=d6a02d004e2811e89314a0d3c13eef1f,csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,
http://dati.comune.matera.it/dataset/db1b359a-b003-4f4e-81b1-6ca966d6b0d1/resource/5dfe706d-dc57-4fec-b7be-606bf021a4b4,https://docs.google.com/spreadsheets/d/e/2PACX-1vT8mCdZB1UyuxY0BP1n8ENY6C-7UXMQig5NYffIkGuccu1U5XaFoonLhjdxkCM4rBfK3csSeZQsOrTp/pub?gid=1419045272&single=true&output=csv,quadro-riepilogativo-delle-grandi-cause-di-morte-anno-2017-della-citta-di-matera,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Valori assoluti M/F in csv,
http://dati.comune.matera.it/dataset/8afefc12-85e0-4e2f-8b11-733bb95b1bf7/resource/5095994c-93b7-4898-829c-e174a75aafae,http://dati.comune.matera.it/dataset/8afefc12-85e0-4e2f-8b11-733bb95b1bf7/resource/5095994c-93b7-4898-829c-e174a75aafae/download/seriestranieri2012.csv,stranieriresidentipercentuali2012.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Popolazione straniera residente per nazionalità e sesso al 31/12/2012 in valore %.,
http://dati.comune.matera.it/dataset/a2db594a-c361-4cdc-9bc3-e29f8c2974d0/resource/6a7c0166-3114-4d69-addd-fa460c1306bb,https://docs.google.com/spreadsheets/d/e/2PACX-1vQjUcXjJaJk7M1yvbHyKTOvrXJ1iCKfM3J9egBZiQxq4HzSZkgTHLPqSfjStsc2Qj_8AslFt_WVJQaN/pub?gid=0&single=true&output=csv,Ortopedia.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,
http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26,http://dati.comune.matera.it/dataset/b8aaaf85-ac9a-4706-87a3-ebf802a1e2c6/resource/956f63dc-b04a-47c5-9668-421210785f26/download/data.csv,data.csv,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,File CSV per infografica,
http://dati.comune.matera.it/dataset/4a268126-a6ca-43ad-8407-754cb6e20ff8/resource/2419f36c-8021-47c2-907d-f8e9b201bc16,https://docs.google.com/spreadsheets/d/e/2PACX-1vRNxs44I_QE0F0hxDFSCDYYiQvLtmpeeBOwgjde-NTBytHbDXrOmT1InRdOkY5waaxFlIbdKedKdL9A/pub?output=csv,Movimento demografico mensile della popolazione residente anno 2018,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,Movimento Demografico Mensile della città di Matera anno 2018 in csv,
http://dati.comune.matera.it/dataset/2c43c00d-ebe7-4bee-be10-5224704ed100/resource/906ce264-f0a4-46c1-8ab0-ac75b8d38022,https://goo.gl/RKHDt5,istruzione-superiore-pubblica-della-citta-di-matera-a-s-2017-2018,https://creativecommons.org/licenses/by/4.0/,http://publications.europa.eu/resource/authority/file-type/CSV,"Scuole Superiori e del Conservatorio Musicale ""E. R. DUNI"" della ns. Città per il presente anno scolasticoin csv",
